,A_G,A_L,Revenue_G_CP,Revenue_L_CP
208,0.5,0.5,97.91723305836351,-252.44263589003538
209,0.5,0.5,96.00777555626847,-285.9339404099601
210,0.5,0.5,95.53397071507658,-235.5280995303678
211,0.5,0.5,93.15763960809186,-268.72597578752845
212,0.5,0.5,96.86421860435789,-293.97691682794766
213,0.5,0.5,96.2175887160844,-259.1577282182871
214,0.5,0.5,96.97787563297712,-297.53839891576575
215,0.5,0.5,94.81478671964868,-232.39083508389774
216,0.5,0.5,96.84100767338532,-256.35845929303116
217,0.5,0.5,93.40397305398444,-245.8661047818223
218,0.5,0.5,96.49412261406611,-227.02178145186355
219,0.5,0.5,95.72173974893495,-273.21791220455907
220,0.5,0.5,93.75597259374237,-235.17847448470818
221,0.5,0.5,94.4933663114662,-271.41452139433244
222,0.5,0.5,95.74222892568768,-255.61911949885575
223,0.5,0.5,93.16250532680263,-263.83761667356623
224,0.5,0.5,93.49664395989664,-264.3347127683891
225,0.5,0.5,97.14968503866345,-242.96811110769445
226,0.5,0.5,94.38369460920805,-226.61373688878882
227,0.5,0.5,96.04617205948638,-253.66610609629123
228,0.5,0.5,93.43142986052567,-292.94376460645327
229,0.5,0.5,95.78573764390815,-278.70818254955736
230,0.5,0.5,94.67681364700704,-277.64250237673934
231,0.5,0.5,92.07281747885358,-271.7028190679614
232,0.5,0.5,94.76061056666515,-208.15055471716613
233,0.5,0.5,95.43261076774833,-216.7817691867988
234,0.5,0.5,92.1232743770302,-240.37891018745006
235,0.5,0.5,95.29440347958074,-294.54039448523366
236,0.5,0.5,96.55377393158108,-276.63390316230846
237,0.5,0.5,94.69091774755763,-247.32344083776505
238,0.5,0.5,95.91333998299163,-238.5862967751406
239,0.5,0.5,97.76312601240092,-253.00743267092875
240,0.5,0.5,94.53539910552077,-248.37784744742848
241,0.5,0.5,97.26920295557315,-260.1365863698966
242,0.5,0.5,93.59739665260905,-239.59113454515693
243,0.5,0.5,95.71790444035231,-240.19744172021387
244,0.5,0.5,93.2110217374934,-253.28084364218137
245,0.5,0.5,96.68892670975083,-278.44011846389424
246,0.5,0.5,97.24769162960925,-266.31499475629863
247,0.5,0.5,98.1721770574287,-244.7403854312742
248,0.5,0.5,95.80100682032199,-232.39172906076513
249,0.5,0.5,97.72466925581242,-309.2818600131793
250,0.5,0.5,97.71617472477293,-251.1633234936054
251,0.5,0.5,93.28385188440633,-258.31665660558264
252,0.5,0.5,95.71470971426592,-238.68831213719895
253,0.5,0.5,96.88996481164529,-280.62472159080005
254,0.5,0.5,96.68338264091699,-268.5631651856959
255,0.5,0.5,96.22670954182215,-267.55547133253026
256,0.5,0.5,95.94287523196516,-224.99061665971433
257,0.5,0.5,96.24223259060146,-239.1887090445026
258,0.5,0.5,95.7508898620631,-258.55809730311665
259,0.5,0.5,99.45082389746254,-226.20362389773547
260,0.5,0.5,93.61220828787816,-258.95249835407986
261,0.5,0.5,96.04650560709297,-284.8675661496119
262,0.5,0.5,95.47139160170502,-296.3574992907716
263,0.5,0.5,96.81268472928524,-249.1486964435814
264,0.5,0.5,94.6107611849991,-229.97412482688316
265,0.5,0.5,97.4851806659783,-230.72685713440583
266,0.5,0.5,94.82157070159795,-273.14131084635665
267,0.5,0.5,93.45610532618653,-273.6717913053907
268,0.5,0.5,93.99320391394579,-278.13762926777355
269,0.5,0.5,94.96555438152006,-286.0161452623942
270,0.5,0.5,96.87379438358629,-283.3864347969202
271,0.5,0.5,98.7409320362171,-188.82137290012307
272,0.5,0.5,95.34454272467688,-226.1678446023459
273,0.5,0.5,96.02845730930555,-281.42318499871
274,0.5,0.5,94.30524175535048,-284.81198808543496
275,0.5,0.5,93.44835640915726,-233.67814559171495
276,0.5,0.5,94.91510841347359,-250.82249461540476
277,0.5,0.5,96.19038542453742,-240.38645545466196
278,0.5,0.5,94.31590398138954,-198.34198185066163
279,0.5,0.5,95.12472111402788,-252.67405935955074
280,0.5,0.5,96.43359251042367,-263.35645915456786
281,0.5,0.5,96.1550052117806,-265.7764581379791
282,0.5,0.5,91.81336976735206,-265.65288294884346
283,0.5,0.5,94.44706336930871,-243.15002074421963
284,0.5,0.5,94.84530271245647,-248.87340315258453
285,0.5,0.5,93.79496610635252,-221.1149392952689
286,0.5,0.5,98.09525295330525,-273.74628697645863
287,0.5,0.5,97.81374701953678,-290.8134406600184
288,0.5,0.5,99.86494069673978,-243.9755760627856
289,0.5,0.5,95.35703875201841,-250.74889955160523
290,0.5,0.5,97.2795849896274,-254.5304101239536
291,0.5,0.5,94.88685393368256,-302.5610945387177
292,0.5,0.5,96.77975882287862,-223.44029754905128
293,0.5,0.5,96.52891811870676,-270.4143430222928
294,0.5,0.5,96.08890260354248,-242.83408389219414
295,0.5,0.5,93.9631406492387,-222.17500275471713
296,0.5,0.5,95.4801983625606,-231.5319094348375
297,0.5,0.5,94.98757222437304,-231.06124634578975
298,0.5,0.5,95.8087567592455,-245.83519713966118
299,0.5,0.5,94.42261874234798,-248.50712015081464
300,0.5,0.5,95.33177208216284,-220.31998201754396
301,0.5,0.5,94.27248918092626,-244.34878177952035
302,0.5,0.5,93.4176266827757,-298.61804299998977
303,0.5,0.5,96.1386651948004,-244.85597875235337
304,0.5,0.5,94.94555622600838,-276.65456975488735
305,0.5,0.5,95.87935756205306,-314.09959861109
306,0.5,0.5,97.09973071413583,-254.57014062930224
307,0.5,0.5,94.83805395604152,-283.52068896370696
308,0.5,0.5,96.32334118634822,-264.9010050281261
309,0.5,0.5,97.80638991441809,-284.45519173694754
310,0.5,0.5,97.22150576023161,-235.97024068227952
311,0.5,0.5,95.65063710696586,-240.26849988733542
312,0.5,0.5,94.07952182308047,-241.37644512080107
313,0.5,0.5,96.32401209581732,-253.3735693174883
314,0.5,0.5,96.04048599513352,-259.8768831826884
315,0.5,0.5,95.73590544049587,-248.38522720575452
316,0.5,0.5,96.68175598504587,-260.7973087765076
317,0.5,0.5,97.2145801146385,-241.78169706827597
318,0.5,0.5,92.93650011824438,-262.56670768213075
319,0.5,0.5,96.27350111760772,-223.35884997243258
320,0.5,0.5,94.80555903141043,-285.75150330890347
321,0.5,0.5,93.3477873497851,-287.57581812248316
322,0.5,0.5,96.16218461810145,-209.9246420316671
323,0.5,0.5,96.30928893073099,-258.5920383740716
324,0.5,0.5,97.47724276741167,-268.75714183343865
325,0.5,0.5,96.25607808186352,-286.7963229360464
326,0.5,0.5,98.15649464589934,-210.76641561226668
327,0.5,0.5,92.08723540543986,-266.42308711488323
328,0.5,0.5,95.87482831764741,-287.10337421695016
329,0.5,0.5,96.4528298273409,-238.86973682255723
330,0.5,0.5,92.98024968638195,-227.8262571509654
331,0.5,0.5,97.2938478547832,-297.5874246678069
332,0.5,0.5,97.8040264328913,-216.22912120473774
333,0.5,0.5,94.95069455284957,-231.82921427773474
334,0.5,0.5,94.19789326177055,-238.19757757244318
335,0.5,0.5,95.3623254476655,-309.2900424528866
336,0.5,0.5,98.08863986000513,-248.4396950225763
337,0.5,0.5,98.23933553331014,-210.99922118976917
338,0.5,0.5,97.53835689755059,-239.67380517344384
339,0.5,0.5,94.88680939497836,-257.65658861335965
340,0.5,0.5,96.53382817782585,-266.44477081559387
341,0.5,0.5,96.60073831892855,-234.90578449092334
342,0.5,0.5,98.58634574178541,-249.98136213145204
343,0.5,0.5,95.41805126091364,-322.140892115014
344,0.5,0.5,97.21490516335187,-262.7362642790312
345,0.5,0.5,97.33861472293272,-248.75099558529135
346,0.5,0.5,95.09745024506795,-246.38777611377787
347,0.5,0.5,95.46684356416941,-257.35750442498477
348,0.5,0.5,97.6411039407204,-256.2490496482954
349,0.5,0.5,94.3568923724948,-215.576658628833
350,0.5,0.5,94.33220144494148,-281.2829753778064
351,0.5,0.5,95.59461379528373,-258.0773114353781
352,0.5,0.5,94.61170079983923,-202.99612260928455
353,0.5,0.5,95.88325576038531,-272.7863467636084
354,0.5,0.5,96.20938497116488,-233.30623013005243
355,0.5,0.5,96.18229573637942,-307.70913870325484
356,0.5,0.5,95.4970731181852,-275.8155471912709
357,0.5,0.5,94.65625672624333,-256.684300750696
358,0.5,0.5,95.44106509634965,-264.424476923324
359,0.5,0.5,93.83328687284448,-280.28832447423304
360,0.5,0.5,95.12312159148323,-314.3488432798474
361,0.5,0.5,94.7655481950898,-246.43102602196606
362,0.5,0.5,98.01055133969072,-238.58479143191218
363,0.5,0.5,96.84944428244675,-269.9744242720773
364,0.5,0.5,96.50317173897416,-294.004793673941
365,0.5,0.5,95.0601478188367,-235.39195469889103
366,0.5,0.5,95.85615390169669,-252.84050732928787
367,0.5,0.5,93.35369343259556,-291.9742397229446
368,0.5,0.5,96.20807060840741,-278.71522797820967
369,0.5,0.5,95.99054439719565,-255.1609407594714
370,0.5,0.5,94.0919992182007,-272.39156582990427
371,0.5,0.5,96.50646861738791,-276.5670429257386
372,0.5,0.5,97.70265662155691,-251.93226407367365
373,0.5,0.5,98.69136479313181,-255.4430802588909
374,0.5,0.5,95.27084822716293,-258.3642427840082
375,0.5,0.5,94.18014302179864,-278.15886612219526
376,0.5,0.5,93.11763469233603,-211.00963990625883
377,0.5,0.5,92.82710894585246,-235.2722200077518
378,0.5,0.5,99.13326177152884,-236.99591707470904
379,0.5,0.5,96.86534503878427,-245.77030894498154
380,0.5,0.5,94.26994112665255,-235.9056183613571
381,0.5,0.5,94.65836372537684,-236.04477025961515
382,0.5,0.5,95.45963571961906,-270.2035358913059
383,0.5,0.5,96.67904644776232,-272.3332495420369
384,0.5,0.5,94.71482686564052,-287.7887171636111
385,0.5,0.5,93.20515421609592,-265.0598734224798
386,0.5,0.5,94.60687470192197,-273.787673736675
387,0.5,0.5,94.29107044977093,-224.1017093638719
388,0.5,0.5,94.03911201768621,-268.09571056505064
389,0.5,0.5,94.76860986845332,-289.8366013100376
390,0.5,0.5,94.76008895741022,-263.8124237771891
391,0.5,0.5,97.87510921024374,-287.92859144699963
392,0.5,0.5,95.80314978766769,-223.59565699973078
393,0.5,0.5,95.22040525452022,-232.79623577317886
394,0.5,0.5,97.64932818920987,-267.850544033309
395,0.5,0.5,93.39977460696451,-259.97607002654314
396,0.5,0.5,93.17780156653203,-260.50914449997924
397,0.5,0.5,95.25963446607231,-268.86124947639667
398,0.5,0.5,95.69591467017975,-278.38335157172367
399,0.5,0.5,95.45791668938715,-291.37198597421155
400,0.5,0.5,98.89249163530337,-257.3980573543045
401,0.5,0.5,92.18119977143088,-232.86505313147913
402,0.5,0.5,93.95111022138401,-288.28318347811614
403,0.5,0.5,95.64718746489486,-218.29059530403103
404,0.5,0.5,95.74790951365627,-306.6790482266088
405,0.5,0.5,95.48959792226766,-221.70950797867232
406,0.5,0.5,95.09125818074524,-274.42940718489064
407,0.5,0.5,97.56722506407515,-257.428570183306
408,0.5,0.5,94.7394937440674,-237.6451831418585
409,0.5,0.5,95.61948324885054,-276.4169220178798
410,0.5,0.5,95.3914637652535,-299.3209047288824
411,0.5,0.5,93.08568334100934,-225.10187392419354
412,0.5,0.5,97.62741597569236,-301.64066362895727
413,0.5,0.5,95.70589283207494,-266.2656238153665
414,0.5,0.5,96.48478861956936,-251.5632212844647
415,0.5,0.5,98.19610679811161,-236.31844164737652
416,0.5,0.5,94.93628515962261,-280.5072253341379
417,0.5,0.5,91.61718504788568,-197.95027865647268
418,0.5,0.5,99.20883464016825,-260.00397637853723
419,0.5,0.5,95.51898423335884,-207.79185128384697
420,0.5,0.5,96.76972336208479,-246.29411885139203
421,0.5,0.5,93.28801913735816,-288.4986178110655
422,0.5,0.5,95.17377543963887,-257.837441881756
423,0.5,0.5,95.11644818856814,-255.5400715584983
424,0.5,0.5,95.02567482087767,-243.94817169147683
425,0.5,0.5,95.84281816055491,-275.9514373830431
426,0.5,0.5,97.24013362564573,-282.4966790451945
427,0.5,0.5,98.1500597788311,-244.08271566105424
428,0.5,0.5,91.76306320944167,-261.2108514542601
429,0.5,0.5,92.44572723842305,-259.49317926741435
430,0.5,0.5,96.47513777954516,-249.058942187229
431,0.5,0.5,99.7341859351862,-275.17764871400516
432,0.5,0.5,93.20854668668137,-261.92315434682513
433,0.5,0.5,92.38132068687158,-228.5710643613503
434,0.5,0.5,97.60046841358289,-227.17755699295702
435,0.5,0.5,93.45317014759868,-212.98398082376494
436,0.5,0.5,96.87756157618615,-242.47440530151596
437,0.5,0.5,96.92029311949656,-222.81616741017356
438,0.5,0.5,96.35802268807758,-280.7910230816819
439,0.5,0.5,95.92344959392307,-261.789834660419
440,0.5,0.5,93.5683625809194,-250.20061158530962
441,0.5,0.5,92.55411159366855,-272.7435914356103
442,0.5,0.5,97.33439737468618,-256.318553908782
443,0.5,0.5,91.12565913493788,-246.9629141991868
444,0.5,0.5,96.61100535235298,-272.7620889750225
445,0.5,0.5,96.60004809309453,-251.558235814086
446,0.5,0.5,94.64700809210787,-269.1402522882779
447,0.5,0.5,96.53731914953677,-239.120823211748
448,0.5,0.5,96.05894781311113,-247.74945409581687
449,0.5,0.5,95.02535026343094,-266.11364063456494
450,0.5,0.5,98.46863731526281,-273.45144423258625
451,0.5,0.5,96.43014918123583,-267.12556133393224
452,0.5,0.5,93.43586794823236,-261.99998878753524
453,0.5,0.5,95.09102791823209,-256.0838651320234
454,0.5,0.5,96.45354184643735,-276.6221388602144
455,0.5,0.5,94.50471857850118,-245.6039684184599
456,0.5,0.5,94.96971876348007,-258.08928391556833
457,0.5,0.5,93.05097211815905,-226.56062356876012
458,0.5,0.5,95.8390369078976,-224.3533609963721
459,0.5,0.5,98.12463623998347,-274.0615377238987
460,0.5,0.5,92.02784599515202,-251.54339394965447
461,0.5,0.5,95.95438586474066,-226.03350489411991
462,0.5,0.5,99.21599466572556,-249.77124118682391
463,0.5,0.5,95.86979096977771,-282.3768670329814
464,0.5,0.5,95.12657237535807,-268.4754934063261
465,0.5,0.5,93.82803011181429,-259.92785030789076
466,0.5,0.5,94.0533150333632,-273.436168114324
467,0.5,0.5,95.17042397721272,-248.9913392688117
468,0.5,0.5,94.26988396374092,-245.31766992206985
469,0.5,0.5,94.02554255452532,-253.46753214602268
470,0.5,0.5,92.19951155855016,-244.9116838054554
471,0.5,0.5,93.71636963487505,-291.8080500121436
472,0.5,0.5,95.63468267656654,-240.5832568401583
473,0.5,0.5,97.89003607574978,-272.0348404029197
474,0.5,0.5,95.69178778850194,-241.81909011131484
475,0.5,0.5,96.49646594716587,-272.06951638646865
476,0.5,0.5,94.0719335286931,-260.63588564131527
477,0.5,0.5,97.39789994180043,-247.12091336540587
478,0.5,0.5,97.36193019471187,-238.33626494618758
479,0.5,0.5,96.62735700778751,-281.07460511315514
480,0.5,0.5,98.04925340895457,-261.86358659798685
481,0.5,0.5,97.47125159780452,-273.32004192305965
482,0.5,0.5,95.96005413806188,-273.09467867368346
483,0.5,0.5,95.28017227595707,-265.32365181666614
484,0.5,0.5,89.89926113054145,-227.4153908361993
485,0.5,0.5,98.31264704961109,-230.6445790312437
486,0.5,0.5,94.5666976140241,-226.98976310426423
487,0.5,0.5,96.97102225302146,-270.34840990275165
488,0.5,0.5,93.20607934838733,-250.63927544939082
489,0.5,0.5,94.54623163665443,-215.97567866393354
490,0.5,0.5,96.5736844261591,-243.39731157306002
491,0.5,0.5,97.51450542834868,-261.46389096662716
492,0.5,0.5,95.52781481023857,-263.5030446309056
493,0.5,0.5,95.44821745989066,-245.8581199287806
494,0.5,0.5,93.68442409466306,-250.87274314259355
495,0.5,0.5,98.83356423688852,-263.3229875130852
496,0.5,0.5,95.67892161025293,-254.60531220004023
497,0.5,0.5,94.29378548639579,-246.12491064529866
498,0.5,0.5,95.54588655085891,-242.37767915349866
499,0.5,0.5,94.8740478951194,-265.62743146238006
